loan_id,origination_month,channel,product,region,credit_score,risk_band,principal_ugx,term_months,apr,months_on_book,days_past_due,delinquency_bucket,loan_status,months_to_default,principal_repaid_ugx,outstanding_ugx,contact_strategy
LN-500189,2024-01,Digital app,SME working capital,Eastern,727,Prime,1876000.0,6,0.2275,6,0,Current,Closed,,1876000.0,0.0,None
LN-500190,2024-01,Branch,Salary advance,Central,719,Prime,1189000.0,9,0.2352,9,68,60-89,Closed,,1189000.0,0.0,Call + SMS
LN-500191,2024-01,Agent network,Salary advance,Eastern,507,Subprime,1061000.0,9,0.391,9,0,Current,Closed,,1061000.0,0.0,Field visit
LN-500192,2024-01,Digital app,SME working capital,Eastern,667,Near-prime,2917000.0,12,0.3038,12,0,Current,Closed,,2917000.0,0.0,SMS only
LN-500193,2024-01,Digital app,Asset finance,Central,491,Subprime,1162000.0,18,0.3768,18,38,30-59,Closed,,1162000.0,0.0,Field visit
LN-500194,2024-01,Branch,Consumer durable,Western,609,Subprime,998000.0,12,0.3934,12,38,30-59,Closed,,998000.0,0.0,Field visit
LN-500195,2024-01,Partner retail,SME working capital,Eastern,518,Subprime,854000.0,6,0.3858,6,0,Current,Closed,,854000.0,0.0,Call + SMS
LN-500196,2024-01,Branch,Salary advance,Central,751,Prime,1430000.0,12,0.215,12,0,Current,Closed,,1430000.0,0.0,SMS only
LN-500197,2024-01,Branch,Salary advance,Western,608,Subprime,3172000.0,6,0.3649,6,38,30-59,Closed,,3172000.0,0.0,None
LN-500198,2024-01,Agent network,SME working capital,Western,730,Prime,1419000.0,6,0.2089,6,0,Current,Closed,,1419000.0,0.0,SMS only
LN-500199,2024-01,Agent network,Salary advance,Western,610,Subprime,513000.0,9,0.3786,9,0,Current,Closed,,513000.0,0.0,Field visit
LN-500200,2024-01,Agent network,Consumer durable,Eastern,638,Near-prime,1053000.0,9,0.3029,9,190,90+,Default,2.0,68300.0,984700.0,Call + SMS
LN-500201,2024-01,Digital app,Asset finance,Western,709,Prime,1165000.0,24,0.2236,24,0,Current,Closed,,1165000.0,0.0,Call + SMS
LN-500202,2024-01,Branch,Consumer durable,Western,760,Prime,1691000.0,6,0.219,6,0,Current,Closed,,1691000.0,0.0,Call + SMS
LN-500203,2024-01,Branch,Salary advance,Central,638,Near-prime,875000.0,6,0.3061,6,0,Current,Closed,,875000.0,0.0,SMS only
LN-500204,2024-01,Digital app,Asset finance,Central,696,Near-prime,1467000.0,18,0.3298,18,0,Current,Closed,,1467000.0,0.0,Call + SMS
LN-500205,2024-01,Agent network,Salary advance,Eastern,651,Near-prime,442000.0,12,0.2997,12,0,Current,Closed,,442000.0,0.0,SMS only
LN-500206,2024-01,Agent network,Consumer durable,Central,623,Near-prime,7561000.0,12,0.3126,12,0,Current,Closed,,7561000.0,0.0,SMS only
LN-500207,2024-01,Branch,Salary advance,Western,466,Subprime,272000.0,9,0.3899,9,0,Current,Closed,,272000.0,0.0,Call + SMS
LN-500208,2024-01,Agent network,Consumer durable,Northern,519,Subprime,4294000.0,12,0.3506,12,0,Current,Closed,,4294000.0,0.0,Call + SMS
LN-500209,2024-01,Digital app,Consumer durable,Western,685,Near-prime,804000.0,9,0.3262,9,0,Current,Closed,,804000.0,0.0,Field visit
LN-500210,2024-01,Digital app,Consumer durable,Central,619,Subprime,3636000.0,12,0.3869,12,0,Current,Closed,,3636000.0,0.0,Call + SMS
LN-500211,2024-01,Digital app,SME working capital,Central,645,Near-prime,4099000.0,12,0.3118,12,0,Current,Closed,,4099000.0,0.0,Field visit
LN-500212,2024-01,Digital app,Asset finance,Central,612,Subprime,1203000.0,12,0.3933,12,0,Current,Closed,,1203000.0,0.0,None
LN-500213,2024-01,Digital app,Salary advance,Central,556,Subprime,1779000.0,18,0.3906,18,0,Current,Closed,,1779000.0,0.0,Call + SMS
LN-500214,2024-01,Agent network,SME working capital,Western,489,Subprime,2075000.0,18,0.3562,18,0,Current,Closed,,2075000.0,0.0,SMS only
LN-500215,2024-01,Partner retail,Salary advance,Central,665,Near-prime,1335000.0,6,0.2952,6,38,30-59,Closed,,1335000.0,0.0,SMS only
LN-500216,2024-01,Digital app,Asset finance,Eastern,566,Subprime,1876000.0,9,0.3781,9,0,Current,Closed,,1876000.0,0.0,Call + SMS
LN-500217,2024-01,Agent network,Asset finance,Eastern,455,Subprime,744000.0,9,0.3804,9,130,90+,Default,3.0,160100.0,583900.0,Call + SMS
LN-500218,2024-01,Agent network,Asset finance,Western,595,Subprime,2862000.0,18,0.3924,18,0,Current,Closed,,2862000.0,0.0,SMS only
LN-500219,2024-01,Agent network,Asset finance,Central,694,Near-prime,1976000.0,6,0.3257,6,0,Current,Closed,,1976000.0,0.0,SMS only
LN-500220,2024-01,Branch,SME working capital,Central,526,Subprime,1996000.0,12,0.3504,12,0,Current,Closed,,1996000.0,0.0,SMS only
LN-500221,2024-01,Digital app,Consumer durable,Western,641,Near-prime,2472000.0,18,0.3236,18,0,Current,Closed,,2472000.0,0.0,SMS only
LN-500222,2024-01,Agent network,Salary advance,Western,585,Subprime,1238000.0,9,0.3456,9,0,Current,Closed,,1238000.0,0.0,Call + SMS
LN-500223,2024-01,Agent network,SME working capital,Central,580,Subprime,2905000.0,9,0.355,9,130,90+,Default,9.0,214100.0,2690900.0,SMS only
LN-500224,2024-01,Agent network,Asset finance,Northern,457,Subprime,1905000.0,6,0.3605,6,12,1-29,Closed,,1905000.0,0.0,Call + SMS
LN-500225,2024-01,Agent network,Salary advance,Eastern,614,Subprime,3392000.0,9,0.3723,9,0,Current,Closed,,3392000.0,0.0,Call + SMS
LN-500226,2024-01,Agent network,Consumer durable,Western,594,Subprime,2994000.0,9,0.3903,9,0,Current,Closed,,2994000.0,0.0,Field visit
LN-500227,2024-01,Branch,Asset finance,Western,795,Prime,2439000.0,9,0.2281,9,0,Current,Closed,,2439000.0,0.0,Field visit
LN-500228,2024-01,Branch,Salary advance,Western,654,Near-prime,362000.0,6,0.2977,6,0,Current,Closed,,362000.0,0.0,Field visit
LN-500229,2024-01,Branch,Salary advance,Western,565,Subprime,773000.0,9,0.3548,9,0,Current,Closed,,773000.0,0.0,None
LN-500230,2024-01,Partner retail,Asset finance,Northern,562,Subprime,1144000.0,9,0.3886,9,0,Current,Closed,,1144000.0,0.0,SMS only
LN-500231,2024-01,Partner retail,Asset finance,Eastern,695,Near-prime,676000.0,24,0.3018,24,0,Current,Closed,,676000.0,0.0,Field visit
LN-500232,2024-01,Agent network,Asset finance,Western,562,Subprime,1566000.0,9,0.3465,9,0,Current,Closed,,1566000.0,0.0,SMS only
LN-500233,2024-01,Agent network,SME working capital,Central,608,Subprime,1108000.0,6,0.3796,6,35,30-59,Delinquent,6.0,557100.0,550900.0,SMS only
LN-500234,2024-01,Branch,Salary advance,Western,693,Near-prime,1125000.0,24,0.2928,24,0,Current,Closed,,1125000.0,0.0,SMS only
LN-500235,2024-01,Branch,Asset finance,Central,606,Subprime,1625000.0,6,0.3688,6,130,90+,Default,6.0,545100.0,1079900.0,Call + SMS
LN-500236,2024-01,Branch,Salary advance,Eastern,634,Near-prime,1207000.0,12,0.2915,12,0,Current,Closed,,1207000.0,0.0,SMS only
LN-500237,2024-01,Agent network,Salary advance,Northern,553,Subprime,2626000.0,12,0.3828,12,12,1-29,Closed,,2626000.0,0.0,SMS only
LN-500238,2024-01,Branch,Salary advance,Central,676,Near-prime,1740000.0,18,0.3161,18,0,Current,Closed,,1740000.0,0.0,Call + SMS
LN-500239,2024-01,Digital app,Salary advance,Central,675,Near-prime,1782000.0,18,0.3002,18,0,Current,Closed,,1782000.0,0.0,Call + SMS
LN-500240,2024-01,Digital app,Salary advance,Eastern,643,Near-prime,461000.0,6,0.3122,6,0,Current,Closed,,461000.0,0.0,None
LN-500241,2024-01,Digital app,SME working capital,Eastern,636,Near-prime,1757000.0,9,0.3009,9,38,30-59,Closed,,1757000.0,0.0,SMS only
LN-500242,2024-01,Agent network,SME working capital,Central,687,Near-prime,947000.0,6,0.2923,6,0,Current,Closed,,947000.0,0.0,Call + SMS
LN-500243,2024-01,Agent network,Salary advance,Northern,541,Subprime,1807000.0,12,0.3746,12,190,90+,Default,1.0,355700.0,1451300.0,Call + SMS
LN-500244,2024-01,Digital app,Asset finance,Central,613,Subprime,1509000.0,6,0.3796,6,0,Current,Closed,,1509000.0,0.0,Call + SMS
LN-500245,2024-01,Digital app,Asset finance,Northern,688,Near-prime,1502000.0,6,0.2915,6,0,Current,Closed,,1502000.0,0.0,SMS only
LN-500246,2024-01,Partner retail,Consumer durable,Northern,661,Near-prime,1745000.0,6,0.3063,6,35,30-59,Delinquent,3.0,524200.0,1220800.0,Call + SMS
LN-500247,2024-01,Branch,SME working capital,Central,554,Subprime,3392000.0,9,0.395,9,190,90+,Default,3.0,1152400.0,2239600.0,Field visit
LN-500248,2024-01,Agent network,Salary advance,Eastern,676,Near-prime,368000.0,6,0.308,6,0,Current,Closed,,368000.0,0.0,Call + SMS
LN-500249,2024-01,Agent network,Consumer durable,Northern,571,Subprime,2173000.0,12,0.3442,12,190,90+,Default,5.0,430100.0,1742900.0,Call + SMS
LN-500250,2024-01,Agent network,Consumer durable,Eastern,553,Subprime,782000.0,9,0.376,9,0,Current,Closed,,782000.0,0.0,SMS only
LN-500251,2024-01,Agent network,Consumer durable,Northern,559,Subprime,1980000.0,18,0.3652,18,12,1-29,Closed,,1980000.0,0.0,None
LN-500252,2024-01,Partner retail,Salary advance,Eastern,558,Subprime,693000.0,6,0.3523,6,0,Current,Closed,,693000.0,0.0,SMS only
LN-500253,2024-01,Branch,Asset finance,Central,599,Subprime,1535000.0,24,0.375,24,0,Current,Closed,,1535000.0,0.0,Field visit
LN-500254,2024-01,Digital app,Salary advance,Central,655,Near-prime,793000.0,24,0.3016,24,0,Current,Closed,,793000.0,0.0,None
LN-500255,2024-01,Partner retail,Salary advance,Northern,624,Near-prime,2138000.0,6,0.2947,6,95,90+,Default,6.0,554000.0,1584000.0,Call + SMS
LN-500256,2024-01,Agent network,Asset finance,Central,538,Subprime,737000.0,18,0.347,18,0,Current,Closed,,737000.0,0.0,SMS only
LN-500257,2024-01,Digital app,Consumer durable,Eastern,741,Prime,2651000.0,18,0.2143,18,0,Current,Closed,,2651000.0,0.0,SMS only
LN-500258,2024-01,Branch,SME working capital,Eastern,670,Near-prime,2462000.0,9,0.3018,9,0,Current,Closed,,2462000.0,0.0,None
LN-500259,2024-01,Branch,Consumer durable,Western,551,Subprime,852000.0,12,0.3483,12,0,Current,Closed,,852000.0,0.0,SMS only
LN-500260,2024-01,Digital app,Salary advance,Central,621,Near-prime,3271000.0,18,0.3241,18,0,Current,Closed,,3271000.0,0.0,None
LN-500261,2024-01,Digital app,Salary advance,Central,772,Prime,1302000.0,12,0.2195,12,0,Current,Closed,,1302000.0,0.0,Call + SMS
LN-500262,2024-01,Digital app,Consumer durable,Central,515,Subprime,3470000.0,12,0.3762,12,95,90+,Default,5.0,238800.0,3231200.0,None
LN-500263,2024-01,Partner retail,Asset finance,Central,741,Prime,1768000.0,24,0.2126,24,0,Current,Closed,,1768000.0,0.0,Call + SMS
LN-500264,2024-01,Branch,Consumer durable,Western,675,Near-prime,2262000.0,6,0.3072,6,38,30-59,Closed,,2262000.0,0.0,Call + SMS
LN-500265,2024-01,Digital app,Consumer durable,Eastern,801,Prime,1290000.0,12,0.2185,12,0,Current,Closed,,1290000.0,0.0,None
LN-500266,2024-01,Agent network,Salary advance,Western,613,Subprime,1196000.0,12,0.3858,12,0,Current,Closed,,1196000.0,0.0,Call + SMS
LN-500267,2024-01,Branch,Asset finance,Northern,554,Subprime,1561000.0,24,0.376,24,0,Current,Closed,,1561000.0,0.0,Call + SMS
LN-500268,2024-01,Branch,Salary advance,Central,508,Subprime,747000.0,6,0.3941,6,0,Current,Closed,,747000.0,0.0,None
LN-500269,2024-01,Partner retail,Consumer durable,Central,669,Near-prime,2330000.0,9,0.3039,9,0,Current,Closed,,2330000.0,0.0,SMS only
LN-500270,2024-01,Agent network,Asset finance,Central,573,Subprime,1568000.0,6,0.3656,6,0,Current,Closed,,1568000.0,0.0,None
LN-500271,2024-01,Digital app,Consumer durable,Western,631,Near-prime,962000.0,9,0.3013,9,0,Current,Closed,,962000.0,0.0,SMS only
LN-500272,2024-01,Agent network,Asset finance,Central,607,Subprime,1807000.0,12,0.3623,12,0,Current,Closed,,1807000.0,0.0,Call + SMS
LN-500273,2024-01,Agent network,SME working capital,Central,717,Prime,2275000.0,18,0.2083,18,0,Current,Closed,,2275000.0,0.0,SMS only
LN-500274,2024-01,Branch,Asset finance,Northern,599,Subprime,1927000.0,9,0.3865,9,0,Current,Closed,,1927000.0,0.0,SMS only
LN-500275,2024-01,Agent network,Salary advance,Western,575,Subprime,2332000.0,12,0.3657,12,0,Current,Closed,,2332000.0,0.0,SMS only
LN-500276,2024-01,Agent network,Consumer durable,Eastern,646,Near-prime,3031000.0,6,0.3014,6,0,Current,Closed,,3031000.0,0.0,SMS only
LN-500277,2024-01,Agent network,Asset finance,Central,606,Subprime,2605000.0,12,0.3558,12,38,30-59,Closed,,2605000.0,0.0,SMS only
LN-500278,2024-01,Agent network,SME working capital,Western,587,Subprime,569000.0,18,0.3936,18,65,60-89,Delinquent,3.0,143100.0,425900.0,SMS only
LN-500279,2024-01,Agent network,Salary advance,Northern,634,Near-prime,1490000.0,24,0.3224,24,0,Current,Closed,,1490000.0,0.0,Call + SMS
LN-500280,2024-01,Digital app,Salary advance,Northern,590,Subprime,3641000.0,24,0.3857,24,0,Current,Closed,,3641000.0,0.0,Call + SMS
LN-500281,2024-01,Agent network,Salary advance,Central,654,Near-prime,3083000.0,24,0.3089,24,0,Current,Closed,,3083000.0,0.0,SMS only
LN-500282,2024-01,Agent network,Consumer durable,Central,662,Near-prime,1758000.0,12,0.3175,12,0,Current,Closed,,1758000.0,0.0,Call + SMS
LN-500283,2024-01,Agent network,Salary advance,Central,631,Near-prime,4939000.0,18,0.3214,18,0,Current,Closed,,4939000.0,0.0,Call + SMS
LN-500284,2024-01,Digital app,SME working capital,Western,850,Prime,769000.0,12,0.2075,12,12,1-29,Closed,,769000.0,0.0,SMS only
LN-500285,2024-01,Branch,Asset finance,Eastern,574,Subprime,652000.0,9,0.3813,9,0,Current,Closed,,652000.0,0.0,SMS only
LN-500286,2024-01,Digital app,SME working capital,Northern,740,Prime,1817000.0,12,0.2311,12,0,Current,Closed,,1817000.0,0.0,Call + SMS
LN-500287,2024-01,Branch,Asset finance,Eastern,596,Subprime,1662000.0,6,0.3927,6,0,Current,Closed,,1662000.0,0.0,Call + SMS
LN-500288,2024-01,Agent network,SME working capital,Central,564,Subprime,3100000.0,9,0.3491,9,0,Current,Closed,,3100000.0,0.0,SMS only
LN-500289,2024-01,Agent network,Asset finance,Western,562,Subprime,4741000.0,12,0.3611,12,95,90+,Default,2.0,1726800.0,3014200.0,None
LN-500290,2024-01,Agent network,Asset finance,Central,643,Near-prime,1524000.0,24,0.3308,24,0,Current,Closed,,1524000.0,0.0,Field visit
LN-500291,2024-01,Branch,Consumer durable,Western,530,Subprime,723000.0,24,0.3665,24,0,Current,Closed,,723000.0,0.0,Call + SMS
LN-500292,2024-01,Branch,Consumer durable,Northern,569,Subprime,2440000.0,12,0.3554,12,95,90+,Default,3.0,1290700.0,1149300.0,SMS only
LN-500293,2024-01,Agent network,Salary advance,Central,639,Near-prime,767000.0,9,0.3174,9,0,Current,Closed,,767000.0,0.0,Call + SMS
LN-500294,2024-01,Agent network,Salary advance,Northern,525,Subprime,2406000.0,18,0.3671,18,0,Current,Closed,,2406000.0,0.0,Call + SMS
LN-500295,2024-01,Branch,Consumer durable,Central,614,Subprime,1008000.0,24,0.3734,24,0,Current,Closed,,1008000.0,0.0,Call + SMS
LN-500296,2024-01,Agent network,Asset finance,Northern,658,Near-prime,2641000.0,18,0.3021,18,65,60-89,Delinquent,4.0,1035800.0,1605200.0,SMS only
LN-500297,2024-01,Partner retail,Asset finance,Eastern,599,Subprime,1162000.0,9,0.3929,9,0,Current,Closed,,1162000.0,0.0,SMS only
LN-500298,2024-01,Branch,Consumer durable,Central,717,Prime,2345000.0,24,0.2245,24,0,Current,Closed,,2345000.0,0.0,SMS only
LN-500299,2024-01,Agent network,Consumer durable,Central,590,Subprime,943000.0,9,0.3868,9,0,Current,Closed,,943000.0,0.0,Call + SMS
LN-500300,2024-01,Partner retail,Salary advance,Central,702,Prime,1279000.0,18,0.2115,18,0,Current,Closed,,1279000.0,0.0,Call + SMS
LN-500301,2024-01,Partner retail,Consumer durable,Central,544,Subprime,2177000.0,6,0.3913,6,190,90+,Default,6.0,171600.0,2005400.0,Call + SMS
LN-500302,2024-01,Agent network,SME working capital,Western,505,Subprime,1192000.0,24,0.3503,24,0,Current,Closed,,1192000.0,0.0,None
LN-500303,2024-01,Branch,Asset finance,Northern,557,Subprime,1491000.0,9,0.3777,9,12,1-29,Closed,,1491000.0,0.0,Field visit
LN-500304,2024-01,Agent network,Salary advance,Central,576,Subprime,1838000.0,18,0.3577,18,0,Current,Closed,,1838000.0,0.0,SMS only
LN-500305,2024-01,Digital app,SME working capital,Central,698,Near-prime,967000.0,12,0.3247,12,0,Current,Closed,,967000.0,0.0,Call + SMS
LN-500306,2024-01,Agent network,Salary advance,Central,407,Subprime,2555000.0,9,0.3921,9,0,Current,Closed,,2555000.0,0.0,Call + SMS
LN-500307,2024-01,Digital app,Salary advance,Eastern,725,Prime,5131000.0,12,0.2323,12,0,Current,Closed,,5131000.0,0.0,None
LN-500308,2024-01,Agent network,Salary advance,Central,641,Near-prime,1094000.0,6,0.3189,6,35,30-59,Delinquent,1.0,434800.0,659200.0,SMS only
LN-500309,2024-01,Agent network,Salary advance,Western,626,Near-prime,927000.0,9,0.3117,9,0,Current,Closed,,927000.0,0.0,SMS only
LN-500310,2024-01,Branch,SME working capital,Western,766,Prime,3146000.0,12,0.2149,12,12,1-29,Closed,,3146000.0,0.0,SMS only
LN-500311,2024-01,Partner retail,Salary advance,Central,531,Subprime,4416000.0,6,0.3581,6,0,Current,Closed,,4416000.0,0.0,SMS only
LN-500312,2024-01,Agent network,Salary advance,Eastern,632,Near-prime,1456000.0,6,0.2906,6,0,Current,Closed,,1456000.0,0.0,Call + SMS
LN-500313,2024-01,Branch,Salary advance,Central,708,Prime,865000.0,9,0.2185,9,0,Current,Closed,,865000.0,0.0,Field visit
LN-500314,2024-01,Agent network,SME working capital,Northern,698,Near-prime,4786000.0,6,0.3284,6,0,Current,Closed,,4786000.0,0.0,Field visit
LN-500315,2024-01,Digital app,Salary advance,Western,570,Subprime,710000.0,24,0.3927,24,0,Current,Closed,,710000.0,0.0,Field visit
LN-500316,2024-01,Branch,Asset finance,Western,558,Subprime,790000.0,12,0.3457,12,65,60-89,Delinquent,10.0,398300.0,391700.0,Field visit
LN-500317,2024-01,Digital app,Asset finance,Eastern,579,Subprime,1266000.0,6,0.3838,6,0,Current,Closed,,1266000.0,0.0,Call + SMS
LN-500318,2024-01,Agent network,SME working capital,Central,526,Subprime,1744000.0,9,0.359,9,0,Current,Closed,,1744000.0,0.0,Call + SMS
LN-500319,2024-01,Agent network,Consumer durable,Eastern,570,Subprime,1716000.0,6,0.3577,6,65,60-89,Delinquent,2.0,684300.0,1031700.0,SMS only
LN-500320,2024-01,Partner retail,Salary advance,Central,622,Near-prime,1264000.0,9,0.3147,9,38,30-59,Closed,,1264000.0,0.0,Call + SMS
LN-500321,2024-01,Partner retail,Consumer durable,Northern,716,Prime,1097000.0,18,0.2223,18,68,60-89,Closed,,1097000.0,0.0,SMS only
LN-500322,2024-01,Branch,Salary advance,Western,605,Subprime,1838000.0,12,0.384,12,0,Current,Closed,,1838000.0,0.0,Call + SMS
LN-500323,2024-01,Agent network,Salary advance,Central,637,Near-prime,375000.0,18,0.3075,18,0,Current,Closed,,375000.0,0.0,Field visit
LN-500324,2024-01,Agent network,SME working capital,Western,553,Subprime,683000.0,9,0.3613,9,95,90+,Default,1.0,171700.0,511300.0,Call + SMS
LN-500325,2024-01,Branch,Salary advance,Western,633,Near-prime,4519000.0,6,0.3218,6,0,Current,Closed,,4519000.0,0.0,Call + SMS
LN-500326,2024-01,Branch,Salary advance,Northern,622,Near-prime,2530000.0,12,0.3224,12,0,Current,Closed,,2530000.0,0.0,SMS only
LN-500327,2024-01,Agent network,Asset finance,Central,566,Subprime,2404000.0,9,0.38,9,0,Current,Closed,,2404000.0,0.0,SMS only
LN-500328,2024-01,Partner retail,SME working capital,Western,603,Subprime,908000.0,12,0.39,12,0,Current,Closed,,908000.0,0.0,Call + SMS
LN-500329,2024-01,Digital app,Asset finance,Central,638,Near-prime,814000.0,9,0.326,9,65,60-89,Delinquent,2.0,446300.0,367700.0,SMS only
LN-500330,2024-01,Agent network,SME working capital,Northern,625,Near-prime,8756000.0,12,0.3294,12,0,Current,Closed,,8756000.0,0.0,Call + SMS
LN-500331,2024-01,Digital app,Asset finance,Western,659,Near-prime,952000.0,12,0.3009,12,0,Current,Closed,,952000.0,0.0,None
LN-500332,2024-01,Branch,SME working capital,Central,614,Subprime,1900000.0,18,0.3772,18,0,Current,Closed,,1900000.0,0.0,SMS only
LN-500333,2024-01,Partner retail,Consumer durable,Western,605,Subprime,622000.0,18,0.3957,18,38,30-59,Closed,,622000.0,0.0,Field visit
LN-500334,2024-01,Digital app,Asset finance,Central,577,Subprime,655000.0,9,0.371,9,0,Current,Closed,,655000.0,0.0,Call + SMS
LN-500335,2024-01,Branch,Salary advance,Eastern,510,Subprime,1219000.0,9,0.3851,9,35,30-59,Delinquent,4.0,630000.0,589000.0,Field visit
LN-500336,2024-01,Digital app,SME working capital,Eastern,677,Near-prime,980000.0,24,0.3132,24,0,Current,Closed,,980000.0,0.0,SMS only
LN-500337,2024-01,Digital app,Asset finance,Eastern,630,Near-prime,969000.0,12,0.312,12,0,Current,Closed,,969000.0,0.0,Call + SMS
LN-500338,2024-01,Partner retail,SME working capital,Eastern,669,Near-prime,733000.0,9,0.3217,9,0,Current,Closed,,733000.0,0.0,Call + SMS
LN-500339,2024-01,Digital app,Consumer durable,Northern,572,Subprime,1337000.0,12,0.3707,12,68,60-89,Closed,,1337000.0,0.0,Call + SMS
LN-500340,2024-01,Digital app,Asset finance,Eastern,622,Near-prime,539000.0,6,0.3106,6,0,Current,Closed,,539000.0,0.0,Call + SMS
LN-500341,2024-01,Agent network,Asset finance,Western,553,Subprime,1417000.0,6,0.3858,6,35,30-59,Delinquent,6.0,394100.0,1022900.0,Field visit
